scientific_name,common_name,longitude,latitude,state,water_type,season,sea_surface_temp_C,chlorophyll_mg_m3,depth_m,min_legal_size_cm,juvenile_range_cm,gear_type,zone_label,economic_value_in_INR_per_kg,seasonal_disease,river_name,advisory_text
Tenualosa ilisha,Hilsa,79.8871,12.0981,Tamil Nadu,Marine,Winter,22.67,2.94,67.1,34.6,17.3-31.1,Gillnet,Green,197.49,,Palar,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,83.3771,16.0359,Maharashtra,Marine,Monsoon,30.21,0.65,36.2,35.4,17.7-31.9,Hook and Line,Yellow,189.41,,Wardha,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Penaeus monodon,Black Tiger Shrimp,86.2894,18.7037,Odisha,Brackish,Monsoon,29.21,1.43,26.4,31.8,15.9-28.6,Trawl,Red,664.26,White Spot Syndrome,Brahmani,High juvenile dominance of Black Tiger Shrimp observed in Brahmani. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sepia pharaonis,Pharaoh Cuttlefish,80.1251,8.2172,Odisha,Marine,Winter,23.38,0.25,122.9,19.2,9.6-17.3,Gillnet,Yellow,576.62,,Mahanadi,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sardinella longiceps,Oil Sardine,72.0529,12.0444,Maharashtra,Marine,Summer,24.25,0.91,190.3,33.0,16.5-29.7,Purse Seine,Green,249.02,,Tapi,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,72.5463,16.0664,Karnataka,Brackish,Summer,31.52,0.88,106.5,19.8,9.9-17.8,Hook and Line,Yellow,262.34,,Tungabhadra,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Pampus argenteus,Silver Pomfret,93.8074,10.0511,Gujarat,Brackish,Monsoon,31.57,1.61,181.6,28.2,14.1-25.4,Purse Seine,Yellow,527.23,,Tapi,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,76.0953,9.1969,West Bengal,Brackish,Winter,26.78,2.22,39.1,33.8,16.9-30.4,Trawl,Green,652.0,,Hooghly,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,77.6543,18.3533,Kerala,Brackish,Summer,23.05,1.34,38.7,41.9,20.9-37.7,Gillnet,Green,718.93,,Bharathapuzha,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,73.2264,21.2715,Andhra Pradesh,Marine,Summer,30.29,0.18,147.2,24.5,12.2-22.1,Hook and Line,Yellow,326.45,,Penna,Moderate juvenile presence of Oil Sardine in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sardinella longiceps,Oil Sardine,72.7056,16.2372,Tamil Nadu,Marine,Monsoon,29.72,1.21,36.8,41.9,20.9-37.7,Gillnet,Green,272.09,,Palar,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,90.5556,19.1864,Gujarat,Brackish,Monsoon,28.42,1.38,31.1,19.2,9.6-17.3,Trawl,Red,233.64,White Spot Syndrome,Mahi,High juvenile dominance of Black Tiger Shrimp observed in Mahi. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Lates calcarifer,Asian Seabass,85.9529,8.9075,West Bengal,Marine,Monsoon,23.68,2.0,34.9,38.7,19.4-34.8,Trawl,Green,232.25,,Damodar,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,82.4122,16.7129,Maharashtra,Marine,Summer,31.23,1.58,157.1,34.2,17.1-30.8,Purse Seine,Yellow,313.71,,Krishna,Moderate juvenile presence of Oil Sardine in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Pampus argenteus,Silver Pomfret,95.4516,15.8995,West Bengal,Marine,Monsoon,22.44,2.95,18.6,37.0,18.5-33.3,Gillnet,Green,600.48,,Subarnarekha,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,94.5636,15.1206,Kerala,Brackish,Winter,30.26,0.36,30.7,43.6,21.8-39.2,Purse Seine,Yellow,196.25,,Bharathapuzha,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,81.7131,15.1835,Andhra Pradesh,Brackish,Winter,24.91,1.56,15.1,41.5,20.8-37.4,Hook and Line,Green,649.1,,Godavari,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,84.4906,18.2556,Odisha,Brackish,Summer,26.59,2.56,7.8,40.6,20.3-36.5,Trawl,Green,424.08,,Baitarani,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,86.5109,21.2255,Karnataka,Marine,Summer,31.52,0.46,158.5,36.3,18.1-32.7,Gillnet,Yellow,110.43,,Kaveri,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Scomberomorus guttatus,Seer Fish,78.4232,10.2081,Andhra Pradesh,Marine,Summer,22.64,0.4,29.8,34.0,17.0-30.6,Trawl,Yellow,690.23,,Krishna,Moderate juvenile presence of Seer Fish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,76.199,12.257,Kerala,Marine,Winter,23.31,1.43,122.0,32.2,16.1-29.0,Hook and Line,Green,158.63,,Pamba,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,75.2995,12.9193,Karnataka,Marine,Summer,27.4,1.35,74.4,26.2,13.1-23.6,Gillnet,Green,449.89,,Tungabhadra,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,82.6675,16.5487,Karnataka,Brackish,Monsoon,28.03,1.37,109.9,17.8,8.9-16.0,Hook and Line,Green,117.43,,Tungabhadra,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,68.4085,9.4814,Maharashtra,Brackish,Winter,22.02,0.39,9.4,42.5,21.2-38.2,Purse Seine,Yellow,139.98,,Godavari,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Rastrelliger kanagurta,Indian Mackerel,72.016,18.3122,West Bengal,Brackish,Summer,27.26,2.94,63.5,43.2,21.6-38.9,Purse Seine,Green,222.06,,Subarnarekha,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,85.3504,12.443,Kerala,Marine,Winter,29.29,2.78,9.0,29.6,14.8-26.6,Trawl,Green,337.93,,Periyar,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,86.688,12.8622,Andhra Pradesh,Marine,Winter,28.67,2.3,83.1,43.7,21.9-39.3,Trawl,Green,219.28,,Godavari,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,93.4185,8.6646,Kerala,Marine,Summer,29.35,0.36,135.6,27.8,13.9-25.0,Hook and Line,Yellow,583.95,,Periyar,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,96.3303,10.2195,Gujarat,Marine,Monsoon,22.97,0.4,67.4,24.3,12.2-21.9,Trawl,Yellow,217.79,,Tapi,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,79.4256,12.3724,Odisha,Brackish,Winter,28.21,1.85,170.9,44.8,22.4-40.3,Purse Seine,Green,721.02,,Brahmani,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,85.5306,16.0075,Karnataka,Marine,Summer,30.56,0.36,61.8,29.0,14.5-26.1,Gillnet,Yellow,309.79,,Tungabhadra,Moderate juvenile presence of Oil Sardine in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Penaeus monodon,Black Tiger Shrimp,89.2956,20.0849,Karnataka,Marine,Winter,24.87,0.12,121.4,32.5,16.2-29.2,Trawl,Yellow,558.65,,Kaveri,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,90.786,20.0458,Karnataka,Brackish,Summer,27.55,1.37,177.1,24.0,12.0-21.6,Purse Seine,Green,698.16,,Krishna,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,78.6355,10.4625,Andhra Pradesh,Brackish,Winter,26.12,1.69,128.6,20.0,10.0-18.0,Purse Seine,Green,339.72,,Penna,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,70.798,13.1516,Maharashtra,Marine,Summer,24.61,0.11,34.9,32.8,16.4-29.5,Purse Seine,Yellow,714.99,,Godavari,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,68.1224,12.6114,Tamil Nadu,Marine,Winter,28.29,1.8,165.4,33.1,16.6-29.8,Hook and Line,Green,602.82,,Vaigai,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,84.7988,14.1175,Odisha,Marine,Monsoon,27.47,1.08,113.5,42.0,21.0-37.8,Purse Seine,Red,737.86,White Spot Syndrome,Brahmani,High juvenile dominance of Black Tiger Shrimp observed in Brahmani. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sardinella longiceps,Oil Sardine,79.5144,20.1545,Tamil Nadu,Brackish,Monsoon,24.01,2.36,75.1,27.2,13.6-24.5,Purse Seine,Green,290.78,,Kaveri,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,75.7741,11.3152,Tamil Nadu,Marine,Summer,25.84,2.18,135.6,23.7,11.8-21.3,Purse Seine,Green,732.43,,Vaigai,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,78.2617,15.788,Andhra Pradesh,Brackish,Summer,26.03,0.68,50.1,19.0,9.5-17.1,Trawl,Green,370.09,,Krishna,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,76.1659,15.3341,Tamil Nadu,Marine,Winter,25.33,2.99,19.1,39.3,19.6-35.4,Hook and Line,Green,636.48,,Kaveri,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,90.3383,17.7179,Andhra Pradesh,Brackish,Monsoon,29.35,0.95,164.9,41.7,20.9-37.5,Trawl,Green,407.5,,Godavari,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,83.3541,13.6536,Gujarat,Marine,Monsoon,30.68,0.67,171.3,43.5,21.8-39.1,Trawl,Yellow,542.67,,Tapi,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,77.5837,12.2042,Maharashtra,Brackish,Winter,30.0,1.45,24.6,32.9,16.4-29.6,Trawl,Green,396.76,,Godavari,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,69.7397,18.3029,Andhra Pradesh,Marine,Summer,23.26,2.43,120.2,27.1,13.6-24.4,Trawl,Red,639.35,Tail Rot,Godavari,High juvenile dominance of Hilsa observed in Godavari. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sardinella longiceps,Oil Sardine,92.9422,19.322,West Bengal,Marine,Winter,27.67,1.2,126.8,30.0,15.0-27.0,Trawl,Red,657.79,Cold Shock Disease,Hooghly,High juvenile dominance of Oil Sardine observed in Hooghly. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sepia pharaonis,Pharaoh Cuttlefish,92.0189,10.735,Gujarat,Marine,Winter,24.93,2.21,60.4,29.8,14.9-26.8,Trawl,Green,138.4,,Mahi,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,73.6086,15.115,Odisha,Brackish,Summer,25.2,0.73,8.0,20.5,10.2-18.4,Hook and Line,Green,480.63,,Baitarani,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,75.0648,14.4269,West Bengal,Brackish,Summer,22.92,2.74,116.6,40.2,20.1-36.2,Purse Seine,Green,250.46,,Hooghly,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,90.3846,16.2641,Gujarat,Brackish,Summer,27.2,0.99,176.2,37.6,18.8-33.8,Gillnet,Green,646.86,,Sabarmati,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,96.2999,18.5894,Odisha,Marine,Monsoon,24.05,2.08,98.0,33.7,16.9-30.3,Trawl,Green,490.73,,Baitarani,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,78.4797,19.1458,Odisha,Brackish,Monsoon,27.12,1.12,156.7,25.8,12.9-23.2,Trawl,Green,269.61,,Baitarani,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,81.4721,13.8795,Odisha,Marine,Winter,22.74,1.63,59.9,23.2,11.6-20.9,Gillnet,Green,267.36,,Baitarani,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,83.166,20.2682,Odisha,Brackish,Winter,22.43,1.49,128.8,40.1,20.1-36.1,Gillnet,Green,333.65,,Baitarani,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,71.0188,18.3574,Maharashtra,Marine,Monsoon,26.59,1.12,71.8,28.3,14.2-25.5,Hook and Line,Green,609.75,,Godavari,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,73.8927,19.7065,Tamil Nadu,Brackish,Monsoon,24.47,2.49,135.2,19.9,9.9-17.9,Purse Seine,Green,458.64,,Kaveri,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,92.1786,9.6876,Kerala,Marine,Winter,30.95,2.52,67.7,28.9,14.4-26.0,Gillnet,Yellow,479.55,,Bharathapuzha,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Pampus argenteus,Silver Pomfret,81.2032,20.7827,Karnataka,Brackish,Summer,28.79,2.02,161.2,17.0,8.5-15.3,Trawl,Green,601.62,,Kaveri,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,71.4207,13.9597,Gujarat,Marine,Monsoon,22.85,0.38,25.5,44.2,22.1-39.8,Purse Seine,Red,307.54,Gill Rot,Tapi,High juvenile dominance of Indian Mackerel observed in Tapi. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sepia pharaonis,Pharaoh Cuttlefish,82.9989,17.331,Kerala,Marine,Monsoon,29.84,2.61,175.3,18.1,9.1-16.3,Hook and Line,Green,560.05,,Chaliyar,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,69.8407,12.1664,Karnataka,Marine,Monsoon,23.5,1.52,34.1,21.3,10.7-19.2,Trawl,Green,681.72,,Kaveri,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,70.0257,13.7881,Karnataka,Brackish,Monsoon,29.33,1.32,167.3,26.4,13.2-23.8,Hook and Line,Green,220.18,,Kaveri,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,86.7316,13.4968,Gujarat,Brackish,Winter,26.36,2.14,7.6,34.7,17.4-31.2,Purse Seine,Green,173.87,,Sabarmati,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
